<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.05	15:12:30	3972.73	3974.58	3971.31	3971.31	782	827	241354
2025.11.05	15:15:11	3971.31	3973.94	3970.67	3970.67	514	462	160993
2025.11.05	15:15:43	3970.67	3971.49	3968.22	3968.22	151	204	31643
2025.11.05	15:17:08	3968.22	3969.18	3965.91	3965.91	356	404	84887
2025.11.05	15:17:44	3965.91	3967.98	3964.71	3967.98	161	143	35875
2025.11.05	15:20:12	3967.98	3969.66	3966.39	3969.66	571	531	148493
2025.11.05	15:21:20	3969.66	3972.42	3969.15	3972.42	324	290	67930
2025.11.05	15:24:20	3972.42	3974.59	3971.32	3974.59	631	592	179821
2025.11.05	15:30:38	3974.59	3977.46	3974.19	3974.19	1242	1166	377327
2025.11.05	15:32:57	3974.19	3976.77	3973.50	3973.50	389	398	139096
2025.11.05	15:35:06	3973.50	3975.24	3971.97	3971.97	423	423	129263
2025.11.05	15:41:08	3971.97	3974.08	3970.81	3974.08	1078	1022	361305
2025.11.05	15:42:29	3974.08	3975.51	3972.24	3975.51	380	328	81775
2025.11.05	15:45:23	3975.51	3976.68	3973.41	3973.41	673	640	172988
2025.11.05	15:47:29	3973.41	3974.35	3971.08	3971.08	387	337	126144
2025.11.05	15:51:42	3971.08	3974.31	3971.04	3974.31	759	733	252784
2025.11.05	15:53:26	3974.31	3977.35	3974.08	3977.35	373	341	103591
2025.11.05	15:56:03	3977.35	3979.37	3976.10	3979.37	635	555	157076
2025.11.05	15:58:23	3979.37	3979.51	3976.24	3976.24	322	324	140297
2025.11.05	16:04:55	3976.24	3976.95	3973.68	3976.95	1095	1058	391303
2025.11.05	16:05:32	3976.95	3978.09	3974.82	3974.82	151	182	37331
2025.11.05	16:09:25	3974.82	3977.03	3973.76	3977.03	860	763	233159
2025.11.05	16:11:12	3977.03	3978.83	3975.56	3978.83	345	334	106648
2025.11.05	16:22:30	3978.83	3981.53	3978.26	3981.53	1905	1710	677726
2025.11.05	16:27:41	3981.53	3983.73	3980.46	3983.73	915	923	311240
2025.11.05	16:30:05	3983.73	3985.52	3982.25	3982.25	546	580	143796
2025.11.05	16:31:13	3982.25	3985.40	3982.13	3985.40	388	321	67645
2025.11.05	16:31:43	3985.40	3985.68	3982.41	3982.41	142	153	30215
2025.11.05	16:32:47	3982.41	3983.23	3979.96	3979.96	330	322	63629
2025.11.05	16:33:45	3979.96	3982.91	3979.64	3982.91	314	275	57768
2025.11.05	16:35:32	3982.91	3984.63	3981.36	3981.36	470	442	107497
2025.11.05	16:37:32	3981.36	3983.43	3980.16	3983.43	518	581	119347
2025.11.05	16:38:32	3983.43	3985.35	3982.08	3982.08	275	269	59669
2025.11.05	16:40:51	3982.08	3983.50	3980.23	3980.23	624	614	139514
2025.11.05	16:41:25	3980.23	3981.93	3978.66	3978.66	168	183	33778
2025.11.05	16:42:26	3978.66	3980.42	3977.15	3980.42	330	349	60374
2025.11.05	16:43:46	3980.42	3980.66	3977.39	3977.39	315	342	80454
2025.11.05	16:47:07	3977.39	3978.58	3975.31	3975.31	816	911	200871
2025.11.05	16:49:04	3975.31	3975.33	3972.06	3972.06	543	626	116858
2025.11.05	16:50:05	3972.06	3972.52	3969.25	3972.52	325	314	60949
2025.11.05	16:52:27	3972.52	3974.54	3971.27	3974.54	756	636	141610
2025.11.05	16:53:19	3974.54	3975.74	3972.47	3972.47	260	255	51957
2025.11.05	16:54:09	3972.47	3974.80	3971.53	3974.80	225	199	49874
2025.11.05	16:56:21	3974.80	3976.90	3973.63	3976.90	599	467	132145
2025.11.05	16:57:10	3976.90	3977.89	3974.62	3974.62	177	206	48671
2025.11.05	16:58:29	3974.62	3976.12	3972.85	3972.85	305	288	79004
2025.11.05	17:00:00	3972.85	3974.61	3971.34	3971.34	296	278	91119
2025.11.05	17:00:01	3971.34	3971.34	3968.07	3968.07	0	0	0
2025.11.05	17:00:10	3968.07	3970.46	3967.19	3967.19	68	66	10219
2025.11.05	17:00:19	3967.19	3967.19	3963.92	3963.92	49	74	8553
2025.11.05	17:00:30	3963.92	3967.19	3963.92	3967.19	70	68	11060
2025.11.05	17:00:44	3967.19	3969.31	3966.04	3966.04	92	80	13696
2025.11.05	17:01:13	3966.04	3967.76	3964.49	3967.76	202	143	29126
2025.11.05	17:02:14	3967.76	3969.59	3966.32	3966.32	425	274	60960
2025.11.05	17:02:30	3966.32	3969.45	3966.18	3969.45	129	57	16269
2025.11.05	17:02:45	3969.45	3971.65	3968.38	3971.65	113	61	14610
2025.11.05	17:03:16	3971.65	3971.92	3968.65	3968.65	173	162	30588
2025.11.05	17:04:14	3968.65	3970.44	3967.17	3970.44	277	333	57784
2025.11.05	17:05:16	3970.44	3972.99	3969.72	3972.99	378	268	62092
2025.11.05	17:07:25	3972.99	3975.36	3972.09	3975.36	821	595	129589
2025.11.05	17:08:30	3975.36	3977.83	3974.56	3974.56	375	343	64559
2025.11.05	17:08:49	3974.56	3976.10	3972.83	3976.10	122	88	18590
2025.11.05	17:10:01	3976.10	3976.19	3972.92	3972.92	395	350	71519
2025.11.05	17:10:31	3972.92	3974.12	3970.85	3970.85	166	174	30492
2025.11.05	17:11:16	3970.85	3972.62	3969.35	3969.35	228	239	44443
2025.11.05	17:12:35	3969.35	3971.29	3968.02	3971.29	474	382	79141
2025.11.05	17:12:53	3971.29	3974.56	3971.29	3974.56	115	65	17820
2025.11.05	17:14:00	3974.56	3974.86	3971.59	3971.59	245	378	66956
2025.11.05	17:18:06	3971.59	3971.67	3968.40	3968.40	913	1209	246463
2025.11.05	17:18:41	3968.40	3970.81	3967.54	3970.81	167	194	34889
2025.11.05	17:19:40	3970.81	3973.13	3969.86	3969.86	245	331	58483
2025.11.05	17:20:42	3969.86	3972.15	3968.88	3972.15	250	308	62162
2025.11.05	17:20:55	3972.15	3972.87	3969.60	3969.60	41	74	12254
2025.11.05	17:22:00	3969.60	3970.67	3967.40	3967.40	297	272	65188
2025.11.05	17:23:20	3967.40	3969.85	3966.58	3969.85	379	372	80229
2025.11.05	17:25:23	3969.85	3972.57	3969.30	3972.57	506	575	123230
2025.11.05	17:26:00	3972.57	3975.84	3972.57	3975.84	196	158	36623
2025.11.05	17:29:29	3975.84	3978.86	3975.59	3978.86	868	937	208535
2025.11.05	17:31:00	3978.86	3981.83	3978.56	3981.83	384	376	90803
2025.11.05	17:32:26	3981.83	3983.49	3980.22	3983.49	365	378	86005
2025.11.05	17:33:58	3983.49	3984.28	3981.01	3981.01	330	466	92599
2025.11.05	17:37:06	3981.01	3983.08	3979.81	3979.81	646	747	187670
2025.11.05	17:40:48	3979.81	3981.46	3978.19	3981.46	847	816	222283
2025.11.05	17:43:09	3981.46	3983.65	3980.38	3980.38	535	557	140565
2025.11.05	17:44:43	3980.38	3983.12	3979.85	3983.12	304	325	93863
2025.11.05	17:46:43	3983.12	3984.36	3981.09	3981.09	441	527	119433
2025.11.05	17:50:02	3981.09	3982.90	3979.63	3979.63	947	874	199159
2025.11.05	17:56:14	3979.63	3982.02	3978.75	3978.75	1692	1522	372398
2025.11.05	18:01:16	3978.75	3980.65	3977.38	3980.65	1369	1155	301610
2025.11.05	18:04:08	3980.65	3981.69	3978.42	3978.42	752	681	171527
2025.11.05	18:09:11	3978.42	3980.22	3976.95	3980.22	1246	1030	303080
2025.11.05	18:13:34	3980.22	3982.17	3978.90	3978.90	1340	1250	263025
2025.11.05	18:14:35	3978.90	3979.84	3976.57	3976.57	268	289	61076
2025.11.05	18:15:34	3976.57	3979.07	3975.80	3979.07	261	245	59287
2025.11.05	18:17:18	3979.07	3981.07	3977.80	3977.80	364	340	103808
2025.11.05	18:18:44	3977.80	3978.33	3975.06	3975.06	345	330	85724
2025.11.05	18:20:40	3975.06	3978.16	3974.89	3978.16	501	372	116078
2025.11.05	18:29:16	3978.16	3980.83	3977.56	3980.83	1467	1268	515695
2025.11.05	18:30:43	3980.83	3983.69	3980.42	3983.69	239	281	86862
2025.11.05	18:32:31	3983.69	3984.48	3981.21	3981.21	309	362	107555
2025.11.05	18:35:39	3981.21	3981.82	3978.55	3978.55	735	694	188295
2025.11.05	18:37:39	3978.55	3980.92	3977.65	3980.92	381	321	119862
2025.11.05	18:39:19	3980.92	3983.57	3980.30	3983.57	259	271	100142
2025.11.05	18:45:15	3983.57	3985.14	3981.87	3985.14	1017	949	355016
2025.11.05	18:46:55	3985.14	3986.09	3982.82	3986.09	365	398	100500
2025.11.05	18:47:12	3986.09	3989.27	3986.00	3989.27	88	67	16471
2025.11.05	18:49:01	3989.27	3989.33	3986.06	3986.06	406	450	109193
2025.11.05	18:50:03	3986.06	3988.25	3984.98	3988.25	254	245	62361
2025.11.05	18:53:41	3988.25	3990.49	3987.22	3987.22	820	838	217942
2025.11.05	19:01:33	3987.22	3989.15	3985.88	3989.15	1615	1490	471136
2025.11.05	19:05:10	3989.15	3989.61	3986.34	3986.34	428	561	216871
2025.11.05	19:07:09	3986.34	3987.57	3984.30	3984.30	296	300	119006
2025.11.05	19:14:06	3984.30	3985.46	3982.19	3985.46	1181	1315	417283
2025.11.05	19:18:17	3985.46	3985.48	3982.21	3982.21	621	720	250407
2025.11.05	19:20:06	3982.21	3983.51	3980.24	3980.24	294	358	109345
2025.11.05	19:23:47	3980.24	3982.08	3978.81	3978.81	600	670	220668
2025.11.05	19:26:08	3978.81	3981.84	3978.57	3981.84	351	345	140769
2025.11.05	19:31:24	3981.84	3983.70	3980.43	3980.43	814	865	316524
2025.11.05	19:36:04	3980.43	3982.97	3979.70	3982.97	557	602	279418
2025.11.05	19:43:28	3982.97	3984.29	3981.02	3984.29	676	728	444356
2025.11.05	19:55:34	3984.29	3984.34	3981.07	3981.07	1242	1319	725987
2025.11.05	20:11:53	3981.07	3982.79	3979.52	3982.79	2371	2381	978828
2025.11.05	20:17:16	3982.79	3985.64	3982.37	3985.64	573	514	322170
2025.11.05	20:27:28	3985.64	3986.10	3982.83	3982.83	1462	1459	612367
2025.11.05	20:31:01	3982.83	3984.89	3981.62	3981.62	734	776	212383
2025.11.05	20:37:55	3981.62	3983.15	3979.88	3979.88	780	748	414234
2025.11.05	20:50:09	3979.88	3982.23	3978.96	3982.23	1453	1258	733215
2025.11.05	21:04:25	3982.23	3984.79	3981.52	3984.79	1472	1349	855230
2025.11.05	21:08:23	3984.79	3986.02	3982.75	3982.75	483	523	238103
2025.11.05	21:14:25	3982.75	3983.01	3979.74	3979.74	690	689	362625
2025.11.05	21:20:21	3979.74	3982.51	3979.24	3982.51	747	560	355370
2025.11.05	21:38:19	3982.51	3985.37	3982.10	3985.37	2029	1723	1078081
2025.11.05	21:42:45	3985.37	3987.73	3984.46	3987.73	773	676	266391
2025.11.05	22:06:42	3987.73	3989.78	3986.51	3989.78	3064	2920	1436362
2025.11.05	22:19:29	3989.78	3990.21	3986.94	3986.94	1637	1582	767018
2025.11.05	22:30:18	3986.94	3988.36	3985.09	3985.09	1412	1380	649224
2025.11.05	22:44:12	3985.09	3988.13	3984.86	3984.86	1509	1516	833075
2025.11.05	22:47:32	3984.86	3985.37	3982.10	3982.10	591	568	200439
2025.11.05	23:00:36	3982.10	3984.79	3981.52	3984.79	1999	2162	783151
2025.11.05	23:10:08	3984.79	3985.07	3981.80	3981.80	824	960	571950
2025.11.05	23:50:25	3981.80	3984.28	3981.01	3981.01	2066	2324	2416554
2025.11.05	23:56:00	3981.01	3981.63	3978.36	3978.36	506	606	335499
2025.11.05	23:58:59	3978.36	3979.84	3977.76	3979.24	345	324	178821
2025.11.06	01:01:20	3976.32	3979.46	3976.19	3979.46	89	79	19870
2025.11.06	01:01:31	3979.46	3979.85	3976.58	3976.58	44	51	10672
2025.11.06	01:01:51	3976.58	3977.87	3974.60	3974.60	98	93	19335
2025.11.06	01:01:58	3974.60	3975.36	3972.09	3972.09	51	49	7509
2025.11.06	01:02:35	3972.09	3973.28	3970.01	3973.28	155	149	37201
2025.11.06	01:03:19	3973.28	3974.16	3970.89	3970.89	198	181	43364
2025.11.06	01:06:17	3970.89	3971.81	3968.54	3971.81	642	606	177981
2025.11.06	01:08:31	3971.81	3972.53	3969.26	3969.26	448	479	134141
2025.11.06	01:11:28	3969.26	3970.49	3967.22	3967.22	480	455	177027
2025.11.06	01:15:00	3967.22	3970.07	3966.80	3970.07	534	460	211928
2025.11.06	01:30:45	3970.07	3972.06	3968.79	3972.06	2183	2405	944515
2025.11.06	01:39:50	3972.06	3974.37	3971.10	3974.37	1753	1820	545380
2025.11.06	01:48:02	3974.37	3975.71	3972.44	3975.71	942	1006	491318
2025.11.06	01:52:57	3975.71	3977.61	3974.34	3974.34	595	612	295112
2025.11.06	02:00:33	3974.34	3974.72	3971.45	3971.45	860	895	456190
2025.11.06	02:11:06	3971.45	3973.63	3970.36	3973.63	1120	1021	632885
2025.11.06	02:18:00	3973.63	3975.51	3972.24	3972.24	730	789	413778
2025.11.06	02:26:01	3972.24	3974.38	3971.11	3974.38	808	688	481303
2025.11.06	02:34:21	3974.38	3975.04	3971.77	3971.77	997	906	499962
2025.11.06	02:41:03	3971.77	3973.29	3970.02	3970.02	1058	1076	401103
2025.11.06	02:45:04	3970.02	3972.72	3969.45	3972.72	820	756	241120
2025.11.06	02:51:28	3972.72	3973.90	3970.63	3970.63	1017	1038	383991
2025.11.06	02:55:04	3970.63	3973.90	3970.63	3973.90	669	592	216414
2025.11.06	03:01:32	3973.90	3977.05	3973.78	3977.05	898	847	387574
2025.11.06	03:04:27	3977.05	3977.41	3974.14	3974.14	585	612	175311
2025.11.06	03:06:01	3974.14	3974.74	3971.47	3971.47	321	333	93649
2025.11.06	03:07:23	3971.47	3971.78	3968.51	3968.51	290	286	81967
2025.11.06	03:08:46	3968.51	3968.78	3965.51	3965.51	398	419	83006
2025.11.06	03:09:06	3965.51	3967.75	3964.48	3967.75	97	72	19113
2025.11.06	03:10:10	3967.75	3968.32	3965.05	3965.05	285	291	63745
2025.11.06	03:11:10	3965.05	3967.75	3964.48	3967.75	300	289	60815
2025.11.06	03:14:48	3967.75	3970.41	3967.14	3970.41	692	711	217157
2025.11.06	03:20:42	3970.41	3971.57	3968.30	3971.57	833	912	354113
2025.11.06	03:23:36	3971.57	3974.79	3971.52	3974.79	532	567	174271
2025.11.06	03:28:40	3974.79	3975.62	3972.35	3972.35	797	809	303833
2025.11.06	03:29:55	3972.35	3972.41	3969.14	3969.14	309	311	74629
2025.11.06	03:33:41	3969.14	3970.90	3967.63	3970.90	928	759	225515
2025.11.06	03:35:16	3970.90	3973.76	3970.49	3973.76	221	203	95401
2025.11.06	03:44:27	3973.76	3974.05	3970.78	3970.78	960	1002	550883
2025.11.06	03:50:46	3970.78	3973.82	3970.55	3973.82	734	704	378678
2025.11.06	04:00:15	3973.82	3976.78	3973.51	3976.78	1306	1303	569095
2025.11.06	04:02:53	3976.78	3977.40	3974.13	3977.40	450	467	157890
2025.11.06	04:04:19	3977.40	3979.69	3976.42	3976.42	358	361	86065
2025.11.06	04:06:00	3976.42	3978.84	3975.57	3975.57	410	374	101035
2025.11.06	04:08:25	3975.57	3977.97	3974.70	3977.97	442	417	144236
2025.11.06	04:30:23	3977.97	3979.53	3976.26	3979.53	2439	2408	1318489
2025.11.06	04:32:24	3979.53	3981.89	3978.62	3981.89	488	450	120413
2025.11.06	04:41:37	3981.89	3985.03	3981.76	3985.03	1701	1711	553273
2025.11.06	04:42:43	3985.03	3985.24	3981.97	3981.97	189	214	66074
2025.11.06	04:50:08	3981.97	3982.71	3979.44	3982.71	1201	1177	444658
2025.11.06	05:04:08	3982.71	3984.49	3981.22	3981.22	1631	1649	840517
2025.11.06	05:10:53	3981.22	3982.73	3979.46	3982.73	997	939	404639
2025.11.06	05:23:45	3982.73	3985.67	3982.40	3985.67	1769	1707	771783
2025.11.06	05:31:49	3985.67	3987.33	3984.06	3987.33	1253	1167	483737
2025.11.06	05:38:08	3987.33	3989.89	3986.62	3989.89	880	822	378776
2025.11.06	05:44:09	3989.89	3990.41	3987.14	3987.14	830	890	360868
2025.11.06	06:10:19	3987.14	3988.10	3984.83	3984.83	2644	2664	1570383
2025.11.06	06:38:31	3984.83	3987.67	3984.40	3987.67	2199	2253	1691207
2025.11.06	06:45:43	3987.67	3989.41	3986.14	3986.14	1004	1146	432093
2025.11.06	06:57:25	3986.14	3988.27	3985.00	3988.27	1464	1511	701510
2025.11.06	07:07:50	3988.27	3990.36	3987.09	3987.09	1254	1239	624913
2025.11.06	07:22:31	3987.09	3989.27	3986.00	3989.27	1351	1422	881373
2025.11.06	07:32:48	3989.27	3990.83	3987.56	3987.56	1648	1618	617110
2025.11.06	07:37:29	3987.56	3989.80	3986.53	3986.53	888	981	280707
2025.11.06	07:39:10	3986.53	3989.69	3986.42	3989.69	330	278	100514
2025.11.06	07:41:30	3989.69	3989.88	3986.61	3986.61	399	456	140403
2025.11.06	07:48:05	3986.61	3988.90	3985.63	3988.90	1102	978	394881
2025.11.06	07:56:55	3988.90	3990.23	3986.96	3986.96	1306	1260	529588
2025.11.06	08:03:00	3986.96	3988.30	3985.03	3988.30	1086	1173	365203
2025.11.06	08:07:21	3988.30	3989.44	3986.17	3986.17	926	869	260788
2025.11.06	08:10:24	3986.17	3988.51	3985.24	3988.51	477	493	183086
2025.11.06	08:15:01	3988.51	3989.80	3986.53	3986.53	847	898	276666
2025.11.06	08:27:03	3986.53	3988.81	3985.54	3988.81	1501	1373	721623
2025.11.06	08:30:50	3988.81	3988.87	3985.60	3985.60	426	399	227220
2025.11.06	08:44:58	3985.60	3987.60	3984.33	3984.33	1544	1587	847917
2025.11.06	08:48:13	3984.33	3985.56	3982.29	3985.56	482	496	194280
2025.11.06	08:51:45	3985.56	3988.06	3984.79	3988.06	470	474	212367
2025.11.06	08:55:36	3988.06	3991.26	3987.99	3991.26	490	528	230370
2025.11.06	08:58:08	3991.26	3992.85	3989.58	3989.58	700	645	152256
2025.11.06	09:00:07	3989.58	3992.59	3989.32	3992.59	434	363	118616
2025.11.06	09:00:46	3992.59	3995.86	3992.59	3995.86	211	174	39228
2025.11.06	09:02:08	3995.86	3998.48	3995.21	3995.21	434	398	81774
2025.11.06	09:03:56	3995.21	3998.20	3994.93	3998.20	486	348	107834
2025.11.06	09:15:27	3998.20	3999.12	3995.85	3999.12	2061	1683	691185
2025.11.06	09:20:02	3999.12	4001.47	3998.20	4001.47	830	906	275284
2025.11.06	09:20:13	4001.47	4004.74	4001.47	4004.74	76	54	10583
2025.11.06	09:20:42	4004.74	4008.01	4004.74	4008.01	160	173	28845
2025.11.06	09:23:38	4008.01	4009.26	4005.99	4005.99	791	695	176077
2025.11.06	09:28:35	4005.99	4007.57	4004.30	4004.30	954	905	297108
2025.11.06	09:36:50	4004.30	4006.74	4003.47	4006.74	1349	1289	494769
2025.11.06	09:41:35	4006.74	4009.29	4006.02	4006.02	809	737	284538
2025.11.06	09:47:43	4006.02	4007.36	4004.09	4007.36	1219	1331	367951
2025.11.06	09:54:14	4007.36	4009.07	4005.80	4005.80	1032	1129	390732
2025.11.06	10:02:05	4005.80	4007.69	4004.42	4007.69	1271	1279	471316
2025.11.06	10:13:31	4007.69	4008.59	4005.32	4008.59	2220	2396	685646
2025.11.06	10:17:13	4008.59	4011.01	4007.74	4011.01	827	871	222041
2025.11.06	10:27:02	4011.01	4013.64	4010.37	4013.64	1997	1956	588524
2025.11.06	10:28:25	4013.64	4015.94	4012.67	4015.94	315	319	83240
2025.11.06	10:35:12	4015.94	4016.76	4013.49	4013.49	1339	1328	406747
2025.11.06	10:42:55	4013.49	4015.28	4012.01	4012.01	1426	1278	463359
2025.11.06	10:53:36	4012.01	4013.36	4010.09	4013.36	1745	1556	640915
2025.11.06	10:57:51	4013.36	4015.13	4011.86	4015.13	632	587	254955
2025.11.06	11:04:28	4015.13	4015.80	4012.53	4012.53	984	1008	396518
2025.11.06	11:14:32	4012.53	4014.33	4011.06	4011.06	1754	1824	603615
2025.11.06	11:22:00	4011.06	4014.13	4010.86	4014.13	1425	1344	448262
2025.11.06	11:26:52	4014.13	4015.05	4011.78	4011.78	755	715	292135
2025.11.06	11:55:46	4011.78	4013.38	4010.11	4010.11	3765	4059	1734039
2025.11.06	12:03:31	4010.11	4011.42	4008.15	4008.15	1134	1325	464570
2025.11.06	12:11:08	4008.15	4009.35	4006.08	4006.08	1386	1542	457179
2025.11.06	12:15:53	4006.08	4009.22	4005.95	4009.22	827	821	284480
2025.11.06	12:24:58	4009.22	4009.25	4005.98	4005.98	1258	1354	545531
2025.11.06	12:42:53	4005.98	4007.45	4004.18	4007.45	2786	3006	1074690
2025.11.06	12:48:27	4007.45	4008.69	4005.42	4005.42	802	875	333778
2025.11.06	12:53:55	4005.42	4008.50	4005.23	4008.50	588	618	327543
2025.11.06	13:23:55	4008.50	4010.66	4007.39	4007.39	3626	3784	1800086
2025.11.06	13:27:08	4007.39	4010.30	4007.03	4010.30	571	566	192874
2025.11.06	13:33:24	4010.30	4012.47	4009.20	4012.47	1100	1053	376441
2025.11.06	13:38:07	4012.47	4015.24	4011.97	4015.24	887	859	282523
2025.11.06	13:51:46	4015.24	4017.39	4014.12	4017.39	2578	2349	819420
2025.11.06	13:54:04	4017.39	4019.57	4016.30	4016.30	468	479	137042
2025.11.06	14:01:16	4016.30	4018.95	4015.68	4018.95	1377	1276	432686
2025.11.06	14:03:51	4018.95	4019.63	4016.36	4016.36	463	504	154926
2025.11.06	14:04:48	4016.36	4016.52	4013.25	4013.25	219	273	56569
2025.11.06	14:05:14	4013.25	4016.24	4012.97	4016.24	118	104	25521
2025.11.06	14:09:17	4016.24	4017.07	4013.80	4013.80	766	762	242933
2025.11.06	14:22:06	4013.80	4014.75	4011.48	4011.48	2425	2214	769737
2025.11.06	14:35:11	4011.48	4013.70	4010.43	4010.43	1509	1482	784229
2025.11.06	14:38:50	4010.43	4011.37	4008.10	4008.10	641	662	218734
2025.11.06	14:46:20	4008.10	4009.84	4006.57	4009.84	938	940	450020
2025.11.06	14:52:16	4009.84	4010.41	4007.14	4007.14	754	794	355847
2025.11.06	14:53:37	4007.14	4007.43	4004.16	4004.16	355	334	81457
2025.11.06	14:54:56	4004.16	4006.07	4002.80	4006.07	338	280	78354
2025.11.06	15:00:03	4006.07	4007.38	4004.11	4004.11	853	901	307751
2025.11.06	15:01:04	4004.11	4006.82	4003.55	4006.82	281	245	60120
2025.11.06	15:03:22	4006.82	4008.13	4004.86	4004.86	457	532	137803
2025.11.06	15:05:21	4004.86	4007.89	4004.62	4007.89	492	498	119767
2025.11.06	15:06:20	4007.89	4011.16	4007.89	4011.16	287	247	58947
2025.11.06	15:10:22	4011.16	4013.04	4009.77	4009.77	870	922	241315
2025.11.06	15:14:44	4009.77	4012.26	4008.99	4012.26	791	809	262348
2025.11.06	15:18:11	4012.26	4013.43	4010.16	4013.43	585	549	206817
2025.11.06	15:22:41	4013.43	4015.13	4011.86	4015.13	1005	956	269562
2025.11.06	15:29:16	4015.13	4016.10	4012.83	4012.83	1162	1087	395218
2025.11.06	15:33:43	4012.83	4014.31	4011.04	4011.04	606	612	267191
2025.11.06	15:35:17	4011.04	4013.95	4010.68	4013.95	325	273	93572
2025.11.06	15:42:26	4013.95	4016.13	4012.86	4012.86	1218	1213	428469
2025.11.06	15:44:03	4012.86	4015.21	4011.94	4015.21	363	309	97468
2025.11.06	15:57:55	4015.21	4016.04	4012.77	4012.77	1892	1979	831851
2025.11.06	16:00:37	4012.77	4013.78	4010.51	4010.51	529	532	161119
2025.11.06	16:02:06	4010.51	4012.94	4009.67	4009.67	266	276	89018
2025.11.06	16:05:14	4009.67	4010.06	4006.79	4006.79	668	644	187769
2025.11.06	16:07:31	4006.79	4009.72	4006.45	4009.72	547	580	136949
2025.11.06	16:10:39	4009.72	4010.72	4007.45	4007.45	647	670	188627
2025.11.06	16:14:16	4007.45	4008.15	4004.88	4008.15	919	932	216229
2025.11.06	16:16:40	4008.15	4008.49	4005.22	4005.22	547	559	144371
2025.11.06	16:18:31	4005.22	4007.09	4003.82	4003.82	419	424	110711
2025.11.06	16:20:14	4003.82	4004.09	4000.82	4000.82	472	517	102894
2025.11.06	16:20:26	4000.82	4000.99	3997.72	3997.72	68	79	12073
2025.11.06	16:21:22	3997.72	3999.66	3996.39	3996.39	300	308	56156
2025.11.06	16:23:09	3996.39	3998.94	3995.67	3998.94	535	447	106489
2025.11.06	16:23:28	3998.94	3998.95	3995.68	3995.68	70	93	18857
2025.11.06	16:24:43	3995.68	3997.43	3994.16	3994.16	336	304	75364
2025.11.06	16:27:40	3994.16	3996.90	3993.63	3996.90	774	705	177368
2025.11.06	16:28:09	3996.90	3997.94	3994.67	3994.67	118	122	28358
2025.11.06	16:29:10	3994.67	3995.20	3991.93	3991.93	260	272	61543
2025.11.06	16:29:27	3991.93	3992.20	3988.93	3992.20	104	78	16262
2025.11.06	16:30:47	3992.20	3993.81	3990.54	3993.81	398	405	80308
2025.11.06	16:31:42	3993.81	3996.69	3993.42	3996.69	351	275	55022
2025.11.06	16:33:11	3996.69	3997.47	3994.20	3997.47	495	492	89002
2025.11.06	16:34:37	3997.47	3999.58	3996.31	3999.58	466	430	85633
2025.11.06	16:36:19	3999.58	4002.69	3999.42	4002.69	557	506	101695
2025.11.06	16:37:40	4002.69	4003.04	3999.77	3999.77	370	437	80896
2025.11.06	16:38:35	3999.77	4001.58	3998.31	4001.58	247	282	54600
2025.11.06	16:39:43	4001.58	4002.46	3999.19	3999.19	327	362	68252
2025.11.06	16:40:30	3999.19	4000.14	3996.87	3996.87	251	256	47176
2025.11.06	16:41:24	3996.87	3999.08	3995.81	3995.81	253	302	53563
2025.11.06	16:42:27	3995.81	3997.73	3994.46	3997.73	320	351	63232
2025.11.06	16:43:41	3997.73	3999.44	3996.17	3996.17	334	322	74084
2025.11.06	16:44:47	3996.17	3998.25	3994.98	3998.25	292	264	66189
2025.11.06	16:46:19	3998.25	4000.77	3997.50	3997.50	382	401	90961
2025.11.06	16:47:10	3997.50	4000.47	3997.20	4000.47	204	178	51196
2025.11.06	16:50:15	4000.47	4001.18	3997.91	3997.91	758	741	184784
2025.11.06	16:51:47	3997.91	3999.37	3996.10	3996.10	441	466	92276
2025.11.06	16:52:20	3996.10	3997.67	3994.40	3997.67	160	167	33210
2025.11.06	16:54:48	3997.67	3999.40	3996.13	3996.13	626	593	147043
2025.11.06	16:56:32	3996.13	3997.09	3993.82	3993.82	436	469	104225
